"Genetic ID (suffixes: "".DG"" is a high coverage shotgun genome with diploid genotype calls, "".AG"" is shotgun data with each position in the genome represented by a randomly chosen sequence, "".HO"" is Affymetrix Human Origins genotype data)",Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication abbreviation,doi for publication of this representation of the data,Link to the most permanent repository hosting these data,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at death, Morphological sex from physical anthropology",Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Suffices (indicating data types used for sources which can be a subset of that in bam),Data type,No. Libraries,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Sum total of ROH segments >4 cM,Sum total of ROH segments >20cM,Y haplogroup in terminal mutation notation automatically called based on Yfull with the software described in Lazaridis et al. Science 2022,Y haplogroup  in ISOGG v15.73 notation automatically called based on Yfull with the software described in Lazaridis et al. Science 2022,Y haplogroup manually called if different from automatic,mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),ANGSD MOM 95% CI truncated at 0 (only if male and >=200 SNPs),hapConX 95% CI truncated at 0 (only if male and >=2000 SNPs covered on X chromosome),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,endogenous by library (computed on shotgun data),ASSESSMENT,ASSESSMENT WARNING
gene_id,master_id,skel_code,skel_elem,year_pub,pub_abbr,doi,link,date_metho,date_BP,date_err,date_full,age_at_death,group,locality,pol_ent,lat,long,Pulldown Strategy,suffices,data_type,no_lib,snps_1240k,snps_ho,mol_sex,ROH_tot,ROH_tot2,Y_hap,Y_hap2,Y-hap3,mtDNA_cov,mtDNA_hap,mtDNA_match,damage,sex_ratio,angsd,hapconx,lib_type,libs,endo,assess,assess_warn
SHE005.AG,SHE005,"(Shekshovo-9, 2017, burial 5)",pars petrosa,2023,PeltolaMajanderCell2023,doi:10.1016/j.cub.2022.11.036,ENA:PRJEB57974,Direct: IntCal20,904,44,"992-1150 calCE (1002±23 BP, Hela-4853)",20-25,Russia_Shekshovo9_HighMedieval.AG,"Shekshovo-9 (Ivanovo Oblast, Gavrilovo-Posadsky District, Sheksnovo Village)",Russia,56.52776,40.178777,Native pulldown on 3.2M snpset,AG,1240k,..,147050,74591,M,n/a (<300K SNPs),n/a (<300K SNPs),R-YP5716,R1a1a1b2a2a1c3a~,..,0.24,n/a (<2x),n/a (<2x),0.279,..,"[0.002,0.05]","[0,0.014]",ss.minus,..,7.77,PASS,..
SHE006.AG,SHE006,"(Shekshovo-9, 2017, burial 6)",pars petrosa,2023,PeltolaMajanderCell2023,doi:10.1016/j.cub.2022.11.036,ENA:PRJEB57974,Direct: IntCal20,938,21,"986-1039 calCE (1028±23 BP, Hela-4854)",20-25,Russia_Shekshovo9_HighMedieval.AG,"Shekshovo-9 (Ivanovo Oblast, Gavrilovo-Posadsky District, Sheksnovo Village)",Russia,56.52776,40.178777,Native pulldown on 3.2M snpset,AG,1240k,..,606896,311770,F,4.361093,0,n/a (female),n/a (female),..,1.59,n/a (<2x),n/a (<2x),0.277,..,n/a (female),n/a (female),ss.minus,..,40.69,PASS,..
SHE007.AG,SHE007,"(Shekshovo-9, 2017, burial 8, ind. 1)",tooth,2023,PeltolaMajanderCell2023,doi:10.1016/j.cub.2022.11.036,ENA:PRJEB57974,Direct: IntCal20,825,54,"1044-1215 calCE (906±21 BP, Hela-4855)",40-49,Russia_Shekshovo9_HighMedieval.AG,"Shekshovo-9 (Ivanovo Oblast, Gavrilovo-Posadsky District, Sheksnovo Village)",Russia,56.52776,40.178777,Native pulldown on 3.2M snpset,AG,1240k,..,209995,106064,M,0,0,I-P78,I2a1b1a2a1,..,0.37,n/a (<2x),n/a (<2x),0.254,..,"[0,0.025]","[0.005,0.022]",ss.minus,..,3.85,PASS,"hapConX=[0.005,0.022]"
SHE008.AG,SHE008,"(Shekshovo-9, 2017, burial 8, ind. 2)",pars petrosa,2023,PeltolaMajanderCell2023,doi:10.1016/j.cub.2022.11.036,ENA:PRJEB57974,Direct: IntCal20,602,28,"1303-1400 calCE (607±18 BP, Hela-4856)",30-39,Russia_Shekshovo9_HighMedieval.AG,"Shekshovo-9 (Ivanovo Oblast, Gavrilovo-Posadsky District, Sheksnovo Village)",Russia,56.52776,40.178777,Native pulldown on 3.2M snpset,AG,1240k,..,296258,151917,F,0,0,n/a (female),n/a (female),..,0.55,n/a (<2x),n/a (<2x),0.296,..,n/a (female),n/a (female),ss.minus,..,13.41,PASS,..
SHE009.AG,SHE009,"(Shekshovo-9, 2019, burial 10)",pars petrosa,2023,PeltolaMajanderCell2023,doi:10.1016/j.cub.2022.11.036,ENA:PRJEB57974,Direct: IntCal20,604,31,"1299-1397 calCE (622±18 BP, Hela-4857)",40-49,Russia_Shekshovo9_HighMedieval.AG,"Shekshovo-9 (Ivanovo Oblast, Gavrilovo-Posadsky District, Sheksnovo Village)",Russia,56.52776,40.178777,Native pulldown on 3.2M snpset,AG,1240k,..,619816,318663,M,0,0,R-YP509,R1a1a1b1a1a1c2~,..,1.61,n/a (<2x),n/a (<2x),0.287,..,"[0.011,0.019]","[0.006,0.013]",ss.minus,..,46.97,QUESTIONABLE,"ANGSD=[0.011,0.019], hapConX=[0.006,0.013]"
SHK001.AG,SHK001,"(Shekshovo-2, burial 1)",tooth,2023,PeltolaMajanderCell2023,doi:10.1016/j.cub.2022.11.036,ENA:PRJEB57974,Direct: IntCal20,743,22,"1166-1259 calCE (845±16 BP, MAMS35364)",..,Russia_Shekshovo2_Medieval.AG,"Shekshovo-2 (Ivanovo Oblast, Gavrilovo-Posadsky District, Sheksnovo Village)",Russia,56.52776,40.178777,Native pulldown on 3.2M snpset,AG,1240k,..,551683,287021,M,0,0,J-PH1795,J2a2a1a1a~,..,0.77,n/a (<2x),n/a (<2x),0.047,..,"[0.001,0.007]","[0.001,0.007]",ds.half,..,2.57,PASS,..
SHK002.AG,SHK002,"(Shekshovo-2, burial 2)",tooth,2023,PeltolaMajanderCell2023,doi:10.1016/j.cub.2022.11.036,ENA:PRJEB57974,Direct: IntCal20,771,35,"1053-1216 calCE (882±16 BP, MAMS35365) ",..,Russia_Shekshovo2_Medieval.AG,"Shekshovo-2 (Ivanovo Oblast, Gavrilovo-Posadsky District, Sheksnovo Village)",Russia,56.52776,40.178777,Native pulldown on 3.2M snpset,AG,1240k,..,322654,165827,M,10.271499,0,N-VL73,N1a2b3,..,0.35,n/a (<2x),n/a (<2x),0.03,..,"[0,0.008]","[0,0.003]",ds.half,..,0.91,PASS,..
CO001.SG,CO001,CO001,tooth,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,1046,56,"771-986 calCE (1201±19 BP, Wk-50225)",..,Peru_Cullcunche_Tiwanaku.SG,Cullcunche,Peru,-15.55,-72.65,Native Pulldown on 3.2M snpset,SG,Shotgun,..,517697,285840,F,83.048614,0,n/a (female),n/a (female),..,..,B2,"[0.96,0.97]",0.06,..,n/a (female),n/a (female),..,..,..,PASS,"mtcontam=[0.96,0.97]"
CO066.SG,CO066,CO066,tooth,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,422,59,"1455-1623 calCE (407±17 BP, Wk-50226)",..,Peru_Maucallacta_Tiwanaku.SG,Maucallacta,Peru,-15.6852,-72.6218,Native Pulldown on 3.2M snpset,SG,Shotgun,..,511423,281852,M,12.996412,0,Q-M3,Q1b1a1a,..,..,B2b,"[0.99,1]",0.04,..,"[0,0.034]","[0.001,0.01]",..,..,..,PASS,..
CO154.SG,CO154,CO154,tooth,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,388,38,"1499-1632 calCE (366±14 BP, Wk-50224)",..,Peru_Antaura_Tiwanaku.SG,Antaura,Peru,-15.6852,-72.6218,Native Pulldown on 3.2M snpset,SG,Shotgun,..,703822,387439,F,21.312588,0,n/a (female),n/a (female),..,..,A2d1,"[0.97,0.99]",0.05,..,n/a (female),n/a (female),..,..,..,PASS,..
CO193.SG,CO193,CO193,bone,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,614,35,"1285-1387 calCE (714±20 BP, Wk-49176)",..,Peru_Cotahuasi_Tiwanaku.SG,Cotahuasi,Peru,-15.21,-72.89,Native Pulldown on 3.2M snpset,SG,Shotgun,..,537471,300343,F,144.509208,94.626402,n/a (female),n/a (female),..,..,B2,"[0.99,1]",0.02,..,n/a (female),n/a (female),..,..,..,PASS,..
TW004.SG,TW004,TW004,tooth,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,1025,43,"773-989 calCE (1186±22 BP, Wk-49169)",..,Bolivia_Akapana_Tiwanaku.SG,Akapana,Bolivia,-16.5564,-68.6725,Native Pulldown on 3.2M snpset,SG,Shotgun,..,437265,236753,M,35.769103,0,Q-M848,Q1b1a1a,..,..,C1b,"[0.99,1]",0.09,..,"[0,0.015]","[0,0.006]",..,..,..,PASS,..
TW008.SG,TW008,TW008,tooth,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,1021,40,"778-989 calCE (1183±21 BP, Wk-49170)",..,Bolivia_Akapana_Tiwanaku.SG,Akapana,Bolivia,-16.5564,-68.6725,Native Pulldown on 3.2M snpset,SG,Shotgun,..,232779,129246,M,n/a (<300K SNPs),n/a (<300K SNPs),Q-M3,Q1b1a1a,..,..,B2,"[0.98,1]",0.13,..,n/a (192 SNPs),"[0,0.004]",..,..,..,PASS,..
TW013.SG,TW013,TW013,tooth,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,1660,43,"211-365 calCE (1800±30 BP, Poz-84949)",..,Bolivia_Lukurmata_Tiwanaku.SG,Lukurmata,Bolivia,-16.44,-68.71,Native Pulldown on 3.2M snpset,SG,Shotgun,..,931098,505213,F,26.91281,0,n/a (female),n/a (female),..,..,C1b,"[0.96,0.99]",0.19,..,n/a (female),n/a (female),..,..,..,PASS,..
TW020.SG,TW020,TW020,tooth,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,853,34,"1030-1150 calCE (995 ±17 BP, Wk-50231)",..,Bolivia_Lukurmata_Tiwanaku.SG,Lukurmata,Bolivia,-16.44,-68.71,Native Pulldown on 3.2M snpset,SG,Shotgun,..,231532,128752,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,..,B2,"[0.96,0.98]",0.19,..,n/a (female),n/a (female),..,..,..,PASS,"mtcontam=[0.96,0.98]"
TW027.SG,TW027,TW027,tooth,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,935,26,"990-1129 calCE (1064±20 BP, Wk-49171)",..,Bolivia_Lukurmata_Tiwanaku.SG,Lukurmata,Bolivia,-16.44,-68.71,Native Pulldown on 3.2M snpset,SG,Shotgun,..,205299,108485,M,n/a (<300K SNPs),n/a (<300K SNPs),Q-M1107,Q1b1a,..,..,B2,"[0.99,1]",0.11,..,"[0,0.036]","[0,0.015]",..,..,..,PASS,..
TW028.SG,TW028,TW028,tooth,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,455,55,"1435-1620 calCE (450±30 BP, Poz-84950)",..,Bolivia_Lukurmata_Tiwanaku.SG,Lukurmata,Bolivia,-16.44,-68.71,Native Pulldown on 3.2M snpset,SG,Shotgun,..,685612,379880,M,62.95021,0,Q-M3,Q1b1a1a,..,..,B2,"[0.97,0.98]",0.11,..,"[0,0.011]","[0.002,0.008]",..,..,..,PASS,"mtcontam=[0.97,0.98]"
TW033.SG,TW033,TW033,tooth,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,539,18,"1393-1439 calCE (575±21 BP, Wk-49172)",..,Bolivia_Totocachi_Tiwanaku.SG,Totocachi,Bolivia,-16.56,-68.67,Native Pulldown on 3.2M snpset,SG,Shotgun,..,227996,122794,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,..,B2,"[0.96,0.98]",0.02,..,n/a (female),n/a (female),..,..,..,PASS,"mtcontam=[0.96,0.98]"
TW056.SG,TW056,TW056,tooth,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,1010,32,"893-990 calCE (1158±20 BP, Wk-49173)",..,Bolivia_MonolitoDescabezado_Tiwanaku.SG,Monolito Descabezado,Bolivia,-16.5549,-68.6734,Native Pulldown on 3.2M snpset,SG,Shotgun,..,696184,388057,F,31.205001,0,n/a (female),n/a (female),..,..,C1d1,"[0.98,0.99]",0.16,..,n/a (female),n/a (female),..,..,..,PASS,..
TW059.SG,TW059,TW059,bone,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20 [R_combine],1227,33,"670-774 calCE (1283±21 BP) [R_combine: (1267±28 BP, Poz-123574), (1300±29 BP, Poz-123630)]",..,Bolivia_Pumapunku_Tiwanaku.SG,Pumapunku,Bolivia,-16.5619,-68.68,Native Pulldown on 3.2M snpset,SG,Shotgun,..,279678,157827,M,n/a (<300K SNPs),n/a (<300K SNPs),Q-M3,Q1b1a1a,..,..,B2,"[0.98,0.99]",0.18,..,"[0.001,0.109]","[0,0.004]",..,..,..,PASS,..
TW060.SG,TW060,TW060,tooth,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,966,36,"901-1024 calCE (1109±20 BP, Wk-49174)",..,Bolivia_Akapana_Tiwanaku.SG,Akapana,Bolivia,-16.5564,-68.6725,Native Pulldown on 3.2M snpset,SG,Shotgun,..,230649,125865,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,..,D1,"[0.99,1]",0.11,..,n/a (female),n/a (female),..,..,..,PASS,..
TW061.SG,TW061,TW061,bone,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20 [R_combine],914,37,"991-1047 calCE (1003±19 BP) [R_combine: (993±27 BP, Poz-123576), (1012±26 BP, Poz-123631)]",..,Bolivia_Akapana_Tiwanaku.SG,Akapana,Bolivia,-16.5564,-68.6725,Native Pulldown on 3.2M snpset,SG,Shotgun,..,73861,40868,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,..,B2b,"[0.95,0.99]",0.21,..,n/a (female),n/a (female),..,..,..,PASS,..
TW063.SG,TW063,TW063,bone,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,1223,35,"675-831 calCE (1322±21 BP, Wk-49175)",..,Bolivia_Putuni_Tiwanaku.SG,Putuni,Bolivia,-16.555,-68.6745,Native Pulldown on 3.2M snpset,SG,Shotgun,..,551250,307414,F,96.70349,26.920301,n/a (female),n/a (female),..,..,C1c,"[0.99,1]",0.2,..,n/a (female),n/a (female),..,..,..,PASS,..
TW097.SG,TW097,TW097,tooth,2021,PopovicBacaSciAdv2021,doi:10.1126/sciadv.abg7261,ENA:PRJEB41550,Direct: SHCal20,1017,32,"885-987 calCE (1184±14 BP, Wk-50229)",..,Bolivia_Akapana_Tiwanaku.SG,Akapana,Bolivia,-16.5564,-68.6725,Native Pulldown on 3.2M snpset,SG,Shotgun,..,184463,104065,M,n/a (<300K SNPs),n/a (<300K SNPs),Q-M930,Q1b1a,..,..,C1c,"[0.96,0.98]",0.19,..,n/a (119 SNPs),"[0,0.006]",..,..,..,PASS,"mtcontam=[0.96,0.98]"
FUT001.AG,FUT001,FUT001,petrous,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct: SHCal20,1159,57,"688-875 calCE (1284±20 BP, MAMS-29775)",..,Vanuatu_1100BP.AG,Futuna,Vanuatu,-19.519667,170.226106,Native Pulldown on 3.2M snpset,AG,1240k,..,631128,329121,F,266.586798,91.050596,n/a (female),n/a (female),..,..,P1d2a,..,..,..,n/a (female),n/a (female),ds.minus,..,..,PASS,..
FUT002.AG,FUT002,FUT002,petrous,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct: SHCal20,1238,42,"651-773 calCE (1377±20 BP, MAMS-29686)",..,Vanuatu_1200BP.AG,Futuna,Vanuatu,-19.519667,170.226106,Native Pulldown on 3.2M snpset,AG,1240k,..,641414,328321,F,79.218283,0,n/a (female),n/a (female),..,..,M28b1,..,..,..,n/a (female),n/a (female),half,..,..,PASS,..
FUT006.AG,FUT006,FUT006,petrous,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct: SHCal20,1209,49,"680-850 calCE (1306±20 BP, Wk-44199)",..,Vanuatu_1200BP.AG,Futuna,Vanuatu,-19.520836,170.230064,Native Pulldown on 3.2M snpset,AG,1240k,..,476019,252017,M,79.125813,0,S-Y26122,S,..,..,P1d2a,..,..,..,..,"[0.013,0.025]",half,..,..,QUESTIONABLE,"hapConX=[0.013,0.025]"
FUT007.AG,FUT007,FUT007,petrous,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct: SHCal20,1204,52,"681-858 calCE (1303±20 BP, MAMS-29688)",..,Vanuatu_1200BP.AG,Futuna,Vanuatu,-19.519667,170.226106,Native Pulldown on 3.2M snpset,AG,1240k,..,410262,208308,M,99.935109,24.230403,S-Y26122,S,..,..,M28b1,..,..,..,..,"[0.002,0.01]",half,..,..,PASS,..
LHA001.AG,LHA001,LHA001,tooth,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct (WARNING MAY NEED MARINE CALIBRATION): SHCal20,844,44,"1034-1182 calCE (965±25 BP, Wk-36401)",..,Tonga_800BP.AG,Tongatapu,Tonga,-21.1799,-175.11552,Native Pulldown on 3.2M snpset,AG,1240k,..,34944,18033,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,..,B4a1a1,..,..,..,n/a (female),n/a (female),half,..,..,PASS,..
MAI002.AG,MAI002,MAI002,petrous,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct: SHCal20,467,50,"1431-1617 calCE (460±30 BP, Beta-433422)",..,SolomonIslands_500BP.AG,Malaita,Solomon Islands,-9.2543056,161.222694,Native Pulldown on 3.2M snpset,AG,1240k,..,896793,476595,F,96.851306,0,n/a (female),n/a (female),..,..,B4a1a1a,..,..,..,n/a (female),n/a (female),ds.minus,..,..,PASS,..
MAL001.AG,MAL001,MAL001,petrous,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct: SHCal20,2240,64,"399-201 calBCE (2320±23 BP, MAMS-29692)",..,Vanuatu_2200BP.AG,Malakula,Vanuatu,-16.073881,167.447786,Native Pulldown on 3.2M snpset,AG,1240k,..,67799,35171,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,..,B4a1a1,..,..,..,n/a (female),n/a (female),ds.minus,..,..,PASS,..
MAL002.AG,MAL002,MAL002,petrous,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct: SHCal20,2525,106,"755-407 calBCE (2482±26 BP, MAMS-29693)",..,Vanuatu_2500BP.AG,Malakula,Vanuatu,-16.073881,167.447786,Native Pulldown on 3.2M snpset,AG,1240k,..,230716,113700,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,..,B4a1a1a,..,..,..,n/a (female),n/a (female),half,..,..,PASS,..
MAL004.AG,MAL004,MAL004,petrous,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct: SHCal20,2567,94,"772-421 calBCE (2515±28 BP, Wk-30882)",..,Vanuatu_2600BP.AG,Malakula,Vanuatu,-16.073881,167.447786,Native Pulldown on 3.2M snpset,AG,1240k,..,703064,354168,M,40.650898,0,M-Z31022,M,..,..,B4a1a1a,..,..,..,..,"[0.006,0.012]",half,..,..,PASS,"hapConX=[0.006,0.012]"
MAL006.AG,MAL006,MAL006,petrous,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct: SHCal20,2665,84,"811-547 calBCE (2608±30 BP, Wk-27489)",..,Vanuatu_2700BP_lc.AG,Malakula,Vanuatu,-16.073881,167.447786,Native Pulldown on 3.2M snpset,AG,1240k,..,8050,4085,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,..,B4a1a1a11,..,..,..,n/a (female),n/a (female),ds.minus,..,..,PASS,..
MAL007.AG,MAL007,MAL007,petrous,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct: SHCal20,2038,48,"163 calBCE - 19 calCE (2111±30 BP, Wk-30883)",..,Vanuatu_2000BP.AG,Malakula,Vanuatu,-16.073881,167.447786,Native Pulldown on 3.2M snpset,AG,1240k,..,409862,203479,F,..,..,n/a (female),n/a (female),..,..,B4a1a1a,..,..,..,n/a (female),n/a (female),half,..,..,PASS,..
MAL008.AG,MAL008,MAL008,petrous,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct: SHCal20,2238,63,"399-196 calBCE (2310±33 BP, Wk-30885)",..,Vanuatu_2200BP.AG,Malakula,Vanuatu,-16.073881,167.447786,Native Pulldown on 3.2M snpset,AG,1240k,..,19595,10112,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,..,B4a1a1a,..,..,..,n/a (female),n/a (female),ds.minus,..,..,PASS,..
TAN001.AG,TAN001,TAN001,petrous,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct: SHCal20,202,43,"1661-1806 calCE (228±20 BP, MAMS-29690)",..,Vanuatu_200BP.AG,Tanna,Vanuatu,-19.5,169.33,Native Pulldown on 3.2M snpset,AG,1240k,..,645502,343833,M,0,0,O-F706,O2a2b,..,..,P1d1,..,..,..,..,"[0.013,0.022]",half,..,..,QUESTIONABLE,"hapConX=[0.013,0.022]"
TAN002.AG,TAN002,TAN002,petrous,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct (WARNING NEED R_combine IN SHCAL20 WITH MARINE CORRECTION): SHCal13 Marine corrected,2490,81,"680-400 calBCE [ (2610±17 BP, MAMS-31124), (2471±17 BP, Wk-46423)]",..,Vanuatu_2500BP.AG,Tanna,Vanuatu,-19.5,169.33,Native Pulldown on 3.2M snpset,AG,1240k,..,200735,98070,M,n/a (<300K SNPs),n/a (<300K SNPs),M-Z31022,M,..,..,Q2a,..,..,..,..,"[0,0.019]",half,..,..,PASS,..
TAP002.AG,TAP002,TAP002,tooth,2018,PosthNatureEcologyEvolution2018,doi:10.1038/s41559-018-0498-2,ENA:PRJEB24810,Direct: SHCal20,203,44,"1657-1803 calCE (236±18 BP, MAMS-30075)",..,French_Polynesia_200BP_lc.AG,Ra'iatea (Society Islands) ,French Polynesia,-16.83625,-151.35857,Native Pulldown on 3.2M snpset,AG,1240k,..,10703,5521,M,n/a (<300K SNPs),n/a (<300K SNPs),C,C,..,..,B4a1a1m1,..,..,..,..,n/a (<2000 X SNPs),ds.minus,..,..,PASS,..
